symbol,internalId,name,category,importance,definition,whyRevenue,application,caseIndependent,caseChain,related,editorial_status,editorial_notes
"MC","MC__POS","Escala Media (Midscale)","Posicionamiento","4","Posicionamiento en el segmento medio con una relación equilibrada entre calidad, precio y facilidades estándar.","El posicionamiento de marca define en qué segmento de precio y prestigio se aloja el hotel dentro del imaginario competitivo de los viajeros del destino. Posicionamiento en el segmento medio con una relación equilibrada entre calidad, precio y facilidades estándar.","Ajustar la tarifa promedio y el diseño web con la calidad física real, opiniones públicas e identidad para evitar quejas de clientes insatisfechos. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural añade amenities orgánicas locales y un conserje dedicado para justificar una tarifa de alojamiento superior a la media de la zona.","Un consorcio multinacional reposiciona una marca antigua inyectando decoración minimalista de tendencia para subir un peldaño en la escala de prestigio.","[""RI"",""MP"",""RG"",""CS""]","VALIDADO_V2",""
"EC","EC__POS","Económico","Posicionamiento","4","Enfoque en tarifas bajas limitando servicios innecesarios para captar clientes muy sensibles al precio.","El posicionamiento de marca define en qué segmento de precio y prestigio se aloja el hotel dentro del imaginario competitivo de los viajeros del destino. Enfoque en tarifas bajas limitando servicios innecesarios para captar clientes muy sensibles al precio.","Ajustar la tarifa promedio y el diseño web con la calidad física real, opiniones públicas e identidad para evitar quejas de clientes insatisfechos. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural añade amenities orgánicas locales y un conserje dedicado para justificar una tarifa de alojamiento superior a la media de la zona.","Un consorcio multinacional reposiciona una marca antigua inyectando decoración minimalista de tendencia para subir un peldaño en la escala de prestigio.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"EX","EX__POS","Estancia Prolongada (Extended Stay)","Posicionamiento","4","Enfoque en estancias largas equipando las habitaciones con cocina integrada y servicios adaptados semipermanentes.","El posicionamiento de marca define en qué segmento de precio y prestigio se aloja el hotel dentro del imaginario competitivo de los viajeros del destino. Enfoque en estancias largas equipando las habitaciones con cocina integrada y servicios adaptados semipermanentes.","Ajustar la tarifa promedio y el diseño web con la calidad física real, opiniones públicas e identidad para evitar quejas de clientes insatisfechos. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural añade amenities orgánicas locales y un conserje dedicado para justificar una tarifa de alojamiento superior a la media de la zona.","Un consorcio multinacional reposiciona una marca antigua inyectando decoración minimalista de tendencia para subir un peldaño en la escala de prestigio.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"LF","LF__POS","Lifestyle","Posicionamiento","4","Posicionamiento basado en diseño contemporáneo, ambiente social activo y experiencias locales singulares.","El posicionamiento de marca define en qué segmento de precio y prestigio se aloja el hotel dentro del imaginario competitivo de los viajeros del destino. Posicionamiento basado en diseño contemporáneo, ambiente social activo y experiencias locales singulares.","Ajustar la tarifa promedio y el diseño web con la calidad física real, opiniones públicas e identidad para evitar quejas de clientes insatisfechos. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural añade amenities orgánicas locales y un conserje dedicado para justificar una tarifa de alojamiento superior a la media de la zona.","Un consorcio multinacional reposiciona una marca antigua inyectando decoración minimalista de tendencia para subir un peldaño en la escala de prestigio.","[""RM"",""AR"",""RP"",""OC"",""CH""]","VALIDADO_V2",""
"CC","CC__AI","Copiloto IA","Inteligencia Artificial","4","Asistente generativo inteligente para resumir informes, redactar correos de respuesta y automatizar tareas diarias de revenue management.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Asistente generativo inteligente para resumir informes, redactar correos de respuesta y automatizar tareas diarias de revenue management.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""AF"",""AP"",""AA"",""IN"",""GA""]","VALIDADO_V2",""
"AF","AF__AI","Previsión IA","Inteligencia Artificial","4","Modelos predictivos avanzados que analizan patrones históricos de reservas, eventos locales y tendencias climáticas para optimizar la previsión.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Modelos predictivos avanzados que analizan patrones históricos de reservas, eventos locales y tendencias climáticas para optimizar la previsión.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""CC"",""AP"",""AA"",""IN"",""GA""]","VALIDADO_V2",""
"AP","AP__AI","Personalización IA","Inteligencia Artificial","4","Motores de personalización orientados a adaptar tarifas, extras y paquetes dinámicamente según el perfil e historial del huésped.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Motores de personalización orientados a adaptar tarifas, extras y paquetes dinámicamente según el perfil e historial del huésped.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""CC"",""AF"",""AA"",""IN"",""GA""]","VALIDADO_V2",""
"AA","AA__AI","Automatización IA","Inteligencia Artificial","4","Automatización inteligente de flujos de trabajo repetitivos y reglas tarifarias complejas en tiempo real sin intervención humana.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Automatización inteligente de flujos de trabajo repetitivos y reglas tarifarias complejas en tiempo real sin intervención humana.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""CC"",""AF"",""AP"",""IN"",""GA""]","VALIDADO_V2",""
"IN","IN__AI","Inteligencia Predictiva","Inteligencia Artificial","4","Información accionable generada por inteligencia artificial a partir del análisis de datos, tendencias y comportamientos para apoyar la toma de decisiones hoteleras.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Información accionable generada por inteligencia artificial a partir del análisis de datos, tendencias y comportamientos para apoyar la toma de decisiones hoteleras.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""CC"",""AF"",""AP"",""AA"",""GA""]","VALIDADO_V2",""
"GA","GA__AI","Asistente de Huéspedes IA","Inteligencia Artificial","4","Agentes conversacionales inteligentes entrenados en el inventario del hotel para solventar dudas, gestionar solicitudes y procesar reservas directas.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Agentes conversacionales inteligentes entrenados en el inventario del hotel para solventar dudas, gestionar solicitudes y procesar reservas directas.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""CC"",""AF"",""AP"",""AA"",""IN""]","VALIDADO_V2",""
"ID","ID__AI","Decisiones Inteligentes","Inteligencia Artificial","4","Sistemas prescriptivos basados en aprendizaje profundo para sugerir y ejecutar variaciones de precios con un nivel de confianza calculado.","Establece bases indispensables para calibrar la rentabilidad hotelera general. Sistemas prescriptivos basados en aprendizaje profundo para sugerir y ejecutar variaciones de precios con un nivel de confianza calculado.","Utilizar los parámetros del rubro para optimizar el ingreso y la ocupación. Sintoniza las tácticas comerciales semanales con los objetivos de venta anuales.","Un hotel boutique rural rediseña su propuesta en el canal de metabúsqueda.","Una cadena multinacional unifica las tácticas del departamento integrado con soporte CRS.","[""CC"",""AF"",""AP"",""AA"",""IN""]","VALIDADO_V2",""
"Z1","Z1__DF","Espacio Reservado","Descubrimientos Futuros","1","Espacio reservado para futuras evoluciones del framework Revenue Elements 360™.","Permite mantener la escalabilidad y evolución futura del modelo sin alterar la estructura general del framework.","No aplica actualmente.","No disponible.","No disponible.","[]","VALIDADO_V2",""
"Z2","Z2__DF","Espacio Reservado","Descubrimientos Futuros","1","Espacio reservado para futuras evoluciones del framework Revenue Elements 360™.","Permite mantener la escalabilidad y evolución futura del modelo sin alterar la estructura general del framework.","No aplica actualmente.","No disponible.","No disponible.","[]","VALIDADO_V2",""
"Z3","Z3__DF","Espacio Reservado","Descubrimientos Futuros","1","Espacio reservado para futuras evoluciones del framework Revenue Elements 360™.","Permite mantener la escalabilidad y evolución futura del modelo sin alterar la estructura general del framework.","No aplica actualmente.","No disponible.","No disponible.","[]","VALIDADO_V2",""
"Z4","Z4__DF","Espacio Reservado","Descubrimientos Futuros","1","Espacio reservado para futuras evoluciones del framework Revenue Elements 360™.","Permite mantener la escalabilidad y evolución futura del modelo sin alterar la estructura general del framework.","No aplica actualmente.","No disponible.","No disponible.","[]","VALIDADO_V2",""
